YEAR,MO,DY,HR,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DWN
2020,1,1,1,-999,-999,-999,0,0
2020,1,1,2,-999,-999,-999,0,0
2020,1,1,3,-999,-999,-999,0,0
2020,1,1,4,-999,-999,-999,0,0
2020,1,1,5,-999,-999,-999,0,0
2020,1,1,6,-999,-999,-999,0,0
2020,1,1,7,-999,-999,-999,0,0
2020,1,1,8,-999,-999,-999,0,0
2020,1,1,9,0.47,0.2,87.34,9.42,30.45
2020,1,1,10,0.52,0.2,82.61,36.7,94.52
2020,1,1,11,0.42,0.16,79.62,43.77,106.62
2020,1,1,12,0.41,0.15,78.61,47.95,116.14
2020,1,1,13,0.39,0.16,79.66,39.98,98.12
2020,1,1,14,0.35,0.17,82.69,25.55,63.31
2020,1,1,15,0.35,0.17,87.44,7.2,22.3
2020,1,1,16,-999,-999,-999,0,0
2020,1,1,17,-999,-999,-999,0,0
2020,1,1,18,-999,-999,-999,0,0
2020,1,1,19,-999,-999,-999,0,0
2020,1,1,20,-999,-999,-999,0,0
2020,1,1,21,-999,-999,-999,0,0
2020,1,1,22,-999,-999,-999,0,0
2020,1,1,23,-999,-999,-999,0,0
2020,1,2,0,-999,-999,-999,0,0
2020,1,2,1,-999,-999,-999,0,0
2020,1,2,2,-999,-999,-999,0,0
2020,1,2,3,-999,-999,-999,0,0
2020,1,2,4,-999,-999,-999,0,0
2020,1,2,5,-999,-999,-999,0,0
2020,1,2,6,-999,-999,-999,0,0
2020,1,2,7,-999,-999,-999,0,0
2020,1,2,8,-999,-999,-999,0,0
2020,1,2,9,0.39,0.19,87.3,8,25.98
2020,1,2,10,0.13,0.15,82.56,10.48,24.7
2020,1,2,11,0.11,0.13,79.55,11.62,28.71
2020,1,2,12,0.14,0.15,78.52,15.67,40.13
2020,1,2,13,0.11,0.14,79.56,11.27,28.48
2020,1,2,14,0.05,0.14,82.58,3.62,8.67
2020,1,2,15,0.38,0.18,87.33,7.77,24.42
2020,1,2,16,-999,-999,-999,0,0
2020,1,2,17,-999,-999,-999,0,0
2020,1,2,18,-999,-999,-999,0,0
2020,1,2,19,-999,-999,-999,0,0
2020,1,2,20,-999,-999,-999,0,0
2020,1,2,21,-999,-999,-999,0,0
2020,1,2,22,-999,-999,-999,0,0
2020,1,2,23,-999,-999,-999,0,0
2020,1,3,0,-999,-999,-999,0,0
2020,1,3,1,-999,-999,-999,0,0
2020,1,3,2,-999,-999,-999,0,0
2020,1,3,3,-999,-999,-999,0,0
2020,1,3,4,-999,-999,-999,0,0
2020,1,3,5,-999,-999,-999,0,0
2020,1,3,6,-999,-999,-999,0,0
2020,1,3,7,-999,-999,-999,0,0
2020,1,3,8,-999,-999,-999,0,0
2020,1,3,9,0.31,0.16,87.27,6.83,21.19
2020,1,3,10,0.34,0.2,82.51,25.52,63.44
2020,1,3,11,0.28,0.16,79.48,30.6,73.24
2020,1,3,12,0.38,0.15,78.43,45.33,106
2020,1,3,13,0.33,0.15,79.45,35.73,84.93
2020,1,3,14,0.36,0.18,82.45,27.98,66.82
2020,1,3,15,0.34,0.16,87.2,7.75,23.78
2020,1,3,16,-999,-999,-999,0,0
2020,1,3,17,-999,-999,-999,0,0
2020,1,3,18,-999,-999,-999,0,0
2020,1,3,19,-999,-999,-999,0,0
2020,1,3,20,-999,-999,-999,0,0
2020,1,3,21,-999,-999,-999,0,0
2020,1,3,22,-999,-999,-999,0,0
2020,1,3,23,-999,-999,-999,0,0
2020,1,4,0,-999,-999,-999,0,0
2020,1,4,1,-999,-999,-999,0,0
2020,1,4,2,-999,-999,-999,0,0
2020,1,4,3,-999,-999,-999,0,0
2020,1,4,4,-999,-999,-999,0,0
2020,1,4,5,-999,-999,-999,0,0
2020,1,4,6,-999,-999,-999,0,0
2020,1,4,7,-999,-999,-999,0,0
2020,1,4,8,-999,-999,-999,0,0
2020,1,4,9,0.26,0.12,87.22,5.33,17.42
2020,1,4,10,0.5,0.2,82.44,37.42,92.2
2020,1,4,11,0.6,0.2,79.4,63.75,156.65
2020,1,4,12,0.62,0.19,78.33,71.88,177.27
2020,1,4,13,0.57,0.19,79.34,59.05,147.76
2020,1,4,14,0.53,0.2,82.33,39.62,99.91
2020,1,4,15,0.52,0.2,87.07,11.4,36.89
2020,1,4,16,-999,-999,-999,0,0
2020,1,4,17,-999,-999,-999,0,0
2020,1,4,18,-999,-999,-999,0,0
2020,1,4,19,-999,-999,-999,0,0
2020,1,4,20,-999,-999,-999,0,0
2020,1,4,21,-999,-999,-999,0,0
2020,1,4,22,-999,-999,-999,0,0
2020,1,4,23,-999,-999,-999,0,0
2020,1,5,0,-999,-999,-999,0,0
2020,1,5,1,-999,-999,-999,0,0
2020,1,5,2,-999,-999,-999,0,0
2020,1,5,3,-999,-999,-999,0,0
2020,1,5,4,-999,-999,-999,0,0
2020,1,5,5,-999,-999,-999,0,0
2020,1,5,6,-999,-999,-999,0,0
2020,1,5,7,-999,-999,-999,0,0
2020,1,5,8,-999,-999,-999,0,0
2020,1,5,9,0.34,0.16,87.16,7.52,23.52
2020,1,5,10,0.26,0.16,82.37,20.5,48.24
2020,1,5,11,0.35,0.15,79.3,38.92,92.45
2020,1,5,12,0.19,0.14,78.23,22.3,53.52
2020,1,5,13,0.08,0.12,79.22,8.12,19.93
2020,1,5,14,0.11,0.15,82.2,9,21.12
2020,1,5,15,0.24,0.13,86.92,5.8,18.5
2020,1,5,16,-999,-999,-999,0,0
2020,1,5,17,-999,-999,-999,0,0
2020,1,5,18,-999,-999,-999,0,0
2020,1,5,19,-999,-999,-999,0,0
2020,1,5,20,-999,-999,-999,0,0
2020,1,5,21,-999,-999,-999,0,0
2020,1,5,22,-999,-999,-999,0,0
2020,1,5,23,-999,-999,-999,0,0
2020,1,6,0,-999,-999,-999,0,0
2020,1,6,1,-999,-999,-999,0,0
2020,1,6,2,-999,-999,-999,0,0
2020,1,6,3,-999,-999,-999,0,0
2020,1,6,4,-999,-999,-999,0,0
2020,1,6,5,-999,-999,-999,0,0
2020,1,6,6,-999,-999,-999,0,0
2020,1,6,7,-999,-999,-999,0,0
2020,1,6,8,-999,-999,-999,0,0
2020,1,6,9,0.43,0.2,87.1,9.9,30.58
2020,1,6,10,0.45,0.2,82.29,34.83,86.22
2020,1,6,11,0.16,0.15,79.21,17.83,42.67
2020,1,6,12,0.16,0.14,78.11,19.77,47.55
2020,1,6,13,0.2,0.15,79.09,23.2,54.89
2020,1,6,14,0.16,0.16,82.06,13.67,30.58
2020,1,6,15,0.32,0.13,86.77,8.85,25.66
2020,1,6,16,-999,-999,-999,0,0
2020,1,6,17,-999,-999,-999,0,0
2020,1,6,18,-999,-999,-999,0,0
2020,1,6,19,-999,-999,-999,0,0
2020,1,6,20,-999,-999,-999,0,0
2020,1,6,21,-999,-999,-999,0,0
2020,1,6,22,-999,-999,-999,0,0
2020,1,6,23,-999,-999,-999,0,0
2020,1,7,0,-999,-999,-999,0,0
2020,1,7,1,-999,-999,-999,0,0
2020,1,7,2,-999,-999,-999,0,0
2020,1,7,3,-999,-999,-999,0,0
2020,1,7,4,-999,-999,-999,0,0
2020,1,7,5,-999,-999,-999,0,0
2020,1,7,6,-999,-999,-999,0,0
2020,1,7,7,-999,-999,-999,0,0
2020,1,7,8,-999,-999,-999,0,0
2020,1,7,9,0.41,0.19,87.03,9.6,29.77
2020,1,7,10,0.34,0.19,82.2,27,64.45
2020,1,7,11,0.45,0.18,79.1,48.6,119.09
2020,1,7,12,0.41,0.16,77.99,47.88,119.11
2020,1,7,13,0.45,0.17,78.95,48.62,119.99
2020,1,7,14,0.3,0.16,81.91,25.12,60.78
2020,1,7,15,0.31,0.15,86.61,8.67,25.98
2020,1,7,16,-999,-999,-999,0,0
2020,1,7,17,-999,-999,-999,0,0
2020,1,7,18,-999,-999,-999,0,0
2020,1,7,19,-999,-999,-999,0,0
2020,1,7,20,-999,-999,-999,0,0
2020,1,7,21,-999,-999,-999,0,0
2020,1,7,22,-999,-999,-999,0,0
2020,1,7,23,-999,-999,-999,0,0
2020,1,8,0,-999,-999,-999,0,0
2020,1,8,1,-999,-999,-999,0,0
2020,1,8,2,-999,-999,-999,0,0
2020,1,8,3,-999,-999,-999,0,0
2020,1,8,4,-999,-999,-999,0,0
2020,1,8,5,-999,-999,-999,0,0
2020,1,8,6,-999,-999,-999,0,0
2020,1,8,7,-999,-999,-999,0,0
2020,1,8,8,-999,-999,-999,0,0
2020,1,8,9,0.3,0.17,86.95,7.65,22.64
2020,1,8,10,0.28,0.16,82.11,23.88,55.08
2020,1,8,11,0.39,0.15,78.99,44.27,103.95
2020,1,8,12,0.41,0.16,77.86,49.92,119.13
2020,1,8,13,0.39,0.16,78.81,45.25,107.73
2020,1,8,14,0.32,0.17,81.76,28.25,65.38
2020,1,8,15,0.31,0.16,86.44,9.25,27.34
2020,1,8,16,-999,-999,-999,0,0
2020,1,8,17,-999,-999,-999,0,0
2020,1,8,18,-999,-999,-999,0,0
2020,1,8,19,-999,-999,-999,0,0
2020,1,8,20,-999,-999,-999,0,0
2020,1,8,21,-999,-999,-999,0,0
2020,1,8,22,-999,-999,-999,0,0
2020,1,8,23,-999,-999,-999,0,0
2020,1,9,0,-999,-999,-999,0,0
2020,1,9,1,-999,-999,-999,0,0
2020,1,9,2,-999,-999,-999,0,0
2020,1,9,3,-999,-999,-999,0,0
2020,1,9,4,-999,-999,-999,0,0
2020,1,9,5,-999,-999,-999,0,0
2020,1,9,6,-999,-999,-999,0,0
2020,1,9,7,-999,-999,-999,0,0
2020,1,9,8,-999,-999,-999,0,0
2020,1,9,9,0.22,0.12,86.87,5.17,16.69
2020,1,9,10,0.05,0.13,82.01,5.33,10.78
2020,1,9,11,0.09,0.11,78.88,8.98,22.54
2020,1,9,12,0.08,0.11,77.73,9.02,23.02
2020,1,9,13,0.09,0.12,78.66,10.17,25.88
2020,1,9,14,0.11,0.16,81.6,10.3,22.15
2020,1,9,15,0.22,0.13,86.25,6.73,20.25
2020,1,9,16,-999,-999,-999,0,0
2020,1,9,17,-999,-999,-999,0,0
2020,1,9,18,-999,-999,-999,0,0
2020,1,9,19,-999,-999,-999,0,0
2020,1,9,20,-999,-999,-999,0,0
2020,1,9,21,-999,-999,-999,0,0
2020,1,9,22,-999,-999,-999,0,0
2020,1,9,23,-999,-999,-999,0,0
2020,1,10,0,-999,-999,-999,0,0
2020,1,10,1,-999,-999,-999,0,0
2020,1,10,2,-999,-999,-999,0,0
2020,1,10,3,-999,-999,-999,0,0
2020,1,10,4,-999,-999,-999,0,0
2020,1,10,5,-999,-999,-999,0,0
2020,1,10,6,-999,-999,-999,0,0
2020,1,10,7,-999,-999,-999,0,0
2020,1,10,8,-999,-999,-999,0,0
2020,1,10,9,0.24,0.14,86.77,6.05,19.32
2020,1,10,10,0.25,0.16,81.9,20.95,49.34
2020,1,10,11,0.25,0.15,78.75,27.48,67.71
2020,1,10,12,0.32,0.16,77.59,38.9,96.19
2020,1,10,13,0.32,0.16,78.51,37.55,90.27
2020,1,10,14,0.29,0.17,81.44,25.48,60.68
2020,1,10,15,0.34,0.18,86.05,11.08,33.58
2020,1,10,16,-999,-999,-999,0,0
2020,1,10,17,-999,-999,-999,0,0
2020,1,10,18,-999,-999,-999,0,0
2020,1,10,19,-999,-999,-999,0,0
2020,1,10,20,-999,-999,-999,0,0
2020,1,10,21,-999,-999,-999,0,0
2020,1,10,22,-999,-999,-999,0,0
2020,1,10,23,-999,-999,-999,0,0
2020,1,11,0,-999,-999,-999,0,0
2020,1,11,1,-999,-999,-999,0,0
2020,1,11,2,-999,-999,-999,0,0
2020,1,11,3,-999,-999,-999,0,0
2020,1,11,4,-999,-999,-999,0,0
2020,1,11,5,-999,-999,-999,0,0
2020,1,11,6,-999,-999,-999,0,0
2020,1,11,7,-999,-999,-999,0,0
2020,1,11,8,-999,-999,-999,0,0
2020,1,11,9,0.27,0.13,86.67,7.1,21.7
2020,1,11,10,0.23,0.16,81.78,19.35,44.94
2020,1,11,11,0.22,0.15,78.62,24.48,60.76
2020,1,11,12,0.24,0.15,77.44,31.17,74.69
2020,1,11,13,0.12,0.13,78.34,13.83,34.61
2020,1,11,14,0.05,0.14,81.27,4.83,11.25
2020,1,11,15,0.19,0.13,85.84,6.4,19.19
2020,1,11,16,-999,-999,-999,0,0
2020,1,11,17,-999,-999,-999,0,0
2020,1,11,18,-999,-999,-999,0,0
2020,1,11,19,-999,-999,-999,0,0
2020,1,11,20,-999,-999,-999,0,0
2020,1,11,21,-999,-999,-999,0,0
2020,1,11,22,-999,-999,-999,0,0
2020,1,11,23,-999,-999,-999,0,0
2020,1,12,0,-999,-999,-999,0,0
2020,1,12,1,-999,-999,-999,0,0
2020,1,12,2,-999,-999,-999,0,0
2020,1,12,3,-999,-999,-999,0,0
2020,1,12,4,-999,-999,-999,0,0
2020,1,12,5,-999,-999,-999,0,0
2020,1,12,6,-999,-999,-999,0,0
2020,1,12,7,-999,-999,-999,0,0
2020,1,12,8,-999,-999,-999,0,0
2020,1,12,9,0.22,0.12,86.56,6.08,18.27
2020,1,12,10,0.19,0.16,81.66,16.58,37.52
2020,1,12,11,0.18,0.14,78.48,21.2,50.91
2020,1,12,12,0.1,0.12,77.27,13.12,31.39
2020,1,12,13,0.1,0.12,78.17,12.58,30.38
2020,1,12,14,0.07,0.13,81.09,7.45,16.08
2020,1,12,15,0.19,0.13,85.62,7.12,20.27
2020,1,12,16,-999,-999,-999,0,0
2020,1,12,17,-999,-999,-999,0,0
2020,1,12,18,-999,-999,-999,0,0
2020,1,12,19,-999,-999,-999,0,0
2020,1,12,20,-999,-999,-999,0,0
2020,1,12,21,-999,-999,-999,0,0
2020,1,12,22,-999,-999,-999,0,0
2020,1,12,23,-999,-999,-999,0,0
2020,1,13,0,-999,-999,-999,0,0
2020,1,13,1,-999,-999,-999,0,0
2020,1,13,2,-999,-999,-999,0,0
2020,1,13,3,-999,-999,-999,0,0
2020,1,13,4,-999,-999,-999,0,0
2020,1,13,5,-999,-999,-999,0,0
2020,1,13,6,-999,-999,-999,0,0
2020,1,13,7,-999,-999,-999,0,0
2020,1,13,8,-999,-999,-999,0,0
2020,1,13,9,0.41,0.19,86.44,12.12,35.34
2020,1,13,10,0.38,0.18,81.53,31.88,77.18
2020,1,13,11,0.43,0.16,78.33,50.15,123
2020,1,13,12,0.37,0.16,77.11,45.48,114.71
2020,1,13,13,0.38,0.16,78,43.58,110.69
2020,1,13,14,0.33,0.18,80.91,30.62,73.75
2020,1,13,15,0.4,0.2,85.4,16.23,45.28
2020,1,13,16,-999,-999,-999,0,0
2020,1,13,17,-999,-999,-999,0,0
2020,1,13,18,-999,-999,-999,0,0
2020,1,13,19,-999,-999,-999,0,0
2020,1,13,20,-999,-999,-999,0,0
2020,1,13,21,-999,-999,-999,0,0
2020,1,13,22,-999,-999,-999,0,0
2020,1,13,23,-999,-999,-999,0,0
2020,1,14,0,-999,-999,-999,0,0
2020,1,14,1,-999,-999,-999,0,0
2020,1,14,2,-999,-999,-999,0,0
2020,1,14,3,-999,-999,-999,0,0
2020,1,14,4,-999,-999,-999,0,0
2020,1,14,5,-999,-999,-999,0,0
2020,1,14,6,-999,-999,-999,0,0
2020,1,14,7,-999,-999,-999,0,0
2020,1,14,8,-999,-999,-999,0,0
2020,1,14,9,0.28,0.15,86.3,8.65,25.45
2020,1,14,10,0.33,0.18,81.39,28.23,69.84
2020,1,14,11,0.42,0.17,78.17,49.3,122.16
2020,1,14,12,0.4,0.16,76.95,51.15,126.52
2020,1,14,13,0.37,0.16,77.82,43.67,108.23
2020,1,14,14,0.27,0.16,80.72,25.48,62.5
2020,1,14,15,0.3,0.16,85.16,12.98,35.59
2020,1,14,16,-999,-999,-999,0,0
2020,1,14,17,-999,-999,-999,0,0
2020,1,14,18,-999,-999,-999,0,0
2020,1,14,19,-999,-999,-999,0,0
2020,1,14,20,-999,-999,-999,0,0
2020,1,14,21,-999,-999,-999,0,0
2020,1,14,22,-999,-999,-999,0,0
2020,1,14,23,-999,-999,-999,0,0
2020,1,15,0,-999,-999,-999,0,0
2020,1,15,1,-999,-999,-999,0,0
2020,1,15,2,-999,-999,-999,0,0
2020,1,15,3,-999,-999,-999,0,0
2020,1,15,4,-999,-999,-999,0,0
2020,1,15,5,-999,-999,-999,0,0
2020,1,15,6,-999,-999,-999,0,0
2020,1,15,7,-999,-999,-999,0,0
2020,1,15,8,-999,-999,-999,0,0
2020,1,15,9,0.27,0.18,86.16,8.98,25.16
2020,1,15,10,0.25,0.16,81.25,23.27,53.03
2020,1,15,11,0.16,0.13,78.01,18.83,44.59
2020,1,15,12,0.19,0.14,76.77,26.7,61.53
2020,1,15,13,0.16,0.14,77.62,21,49.54
2020,1,15,14,0.19,0.15,80.52,18.7,42.81
2020,1,15,15,0.2,0.14,84.9,9.27,24.18
2020,1,15,16,-999,-999,-999,0,0
2020,1,15,17,-999,-999,-999,0,0
2020,1,15,18,-999,-999,-999,0,0
2020,1,15,19,-999,-999,-999,0,0
2020,1,15,20,-999,-999,-999,0,0
2020,1,15,21,-999,-999,-999,0,0
2020,1,15,22,-999,-999,-999,0,0
2020,1,15,23,-999,-999,-999,0,0
2020,1,16,0,-999,-999,-999,0,0
2020,1,16,1,-999,-999,-999,0,0
2020,1,16,2,-999,-999,-999,0,0
2020,1,16,3,-999,-999,-999,0,0
2020,1,16,4,-999,-999,-999,0,0
2020,1,16,5,-999,-999,-999,0,0
2020,1,16,6,-999,-999,-999,0,0
2020,1,16,7,-999,-999,-999,0,0
2020,1,16,8,-999,-999,-999,0,0
2020,1,16,9,0.44,0.2,86.02,14.25,42.5
2020,1,16,10,0.42,0.18,81.09,36.62,91.95
2020,1,16,11,0.54,0.19,77.84,63.92,158.62
2020,1,16,12,0.45,0.16,76.58,60.92,146.75
2020,1,16,13,0.42,0.16,77.44,53.08,130.26
2020,1,16,14,0.34,0.16,80.32,31,79.28
2020,1,16,15,0.27,0.15,84.63,13.77,36.41
2020,1,16,16,-999,-999,-999,0,0
2020,1,16,17,-999,-999,-999,0,0
2020,1,16,18,-999,-999,-999,0,0
2020,1,16,19,-999,-999,-999,0,0
2020,1,16,20,-999,-999,-999,0,0
2020,1,16,21,-999,-999,-999,0,0
2020,1,16,22,-999,-999,-999,0,0
2020,1,16,23,-999,-999,-999,0,0
2020,1,17,0,-999,-999,-999,0,0
2020,1,17,1,-999,-999,-999,0,0
2020,1,17,2,-999,-999,-999,0,0
2020,1,17,3,-999,-999,-999,0,0
2020,1,17,4,-999,-999,-999,0,0
2020,1,17,5,-999,-999,-999,0,0
2020,1,17,6,-999,-999,-999,0,0
2020,1,17,7,-999,-999,-999,0,0
2020,1,17,8,-999,-999,-999,0,0
2020,1,17,9,0.4,0.2,85.85,14.12,40.48
2020,1,17,10,0.4,0.2,80.94,36.12,87.63
2020,1,17,11,0.41,0.17,77.66,50.25,124.51
2020,1,17,12,0.37,0.16,76.39,49.92,121.38
2020,1,17,13,0.34,0.16,77.23,42.75,105.02
2020,1,17,14,0.2,0.16,80.11,19.9,47.62
2020,1,17,15,0.23,0.16,84.34,12.35,32.52
2020,1,17,16,-999,-999,-999,0,0
2020,1,17,17,-999,-999,-999,0,0
2020,1,17,18,-999,-999,-999,0,0
2020,1,17,19,-999,-999,-999,0,0
2020,1,17,20,-999,-999,-999,0,0
2020,1,17,21,-999,-999,-999,0,0
2020,1,17,22,-999,-999,-999,0,0
2020,1,17,23,-999,-999,-999,0,0
2020,1,18,0,-999,-999,-999,0,0
2020,1,18,1,-999,-999,-999,0,0
2020,1,18,2,-999,-999,-999,0,0
2020,1,18,3,-999,-999,-999,0,0
2020,1,18,4,-999,-999,-999,0,0
2020,1,18,5,-999,-999,-999,0,0
2020,1,18,6,-999,-999,-999,0,0
2020,1,18,7,-999,-999,-999,0,0
2020,1,18,8,-999,-999,-999,0,0
2020,1,18,9,0.28,0.16,85.68,9.73,29.52
2020,1,18,10,0.22,0.16,80.77,20.3,48.51
2020,1,18,11,0.31,0.16,77.48,39.23,95.75
2020,1,18,12,0.32,0.16,76.2,45.05,108.04
2020,1,18,13,0.32,0.16,77.02,41.73,101.37
2020,1,18,14,0.26,0.16,79.9,25.92,63.7
2020,1,18,15,0.27,0.17,84.05,15.35,39.95
2020,1,18,16,-999,-999,-999,0,0
2020,1,18,17,-999,-999,-999,0,0
2020,1,18,18,-999,-999,-999,0,0
2020,1,18,19,-999,-999,-999,0,0
2020,1,18,20,-999,-999,-999,0,0
2020,1,18,21,-999,-999,-999,0,0
2020,1,18,22,-999,-999,-999,0,0
2020,1,18,23,-999,-999,-999,0,0
2020,1,19,0,-999,-999,-999,0,0
2020,1,19,1,-999,-999,-999,0,0
2020,1,19,2,-999,-999,-999,0,0
2020,1,19,3,-999,-999,-999,0,0
2020,1,19,4,-999,-999,-999,0,0
2020,1,19,5,-999,-999,-999,0,0
2020,1,19,6,-999,-999,-999,0,0
2020,1,19,7,-999,-999,-999,0,0
2020,1,19,8,-999,-999,-999,0,0
2020,1,19,9,0.52,0.2,85.5,19.7,58.09
2020,1,19,10,0.61,0.2,80.59,55.35,139.34
2020,1,19,11,0.66,0.16,77.29,83.05,206.13
2020,1,19,12,0.67,0.19,75.99,92.2,227.66
2020,1,19,13,0.64,0.19,76.81,82.9,205.92
2020,1,19,14,0.59,0.2,79.68,58.23,147.73
2020,1,19,15,0.48,0.2,84.36,24.27,66.41
2020,1,19,16,0.55,0.13,89.39,1.42,8.3
2020,1,19,17,-999,-999,-999,0,0
2020,1,19,18,-999,-999,-999,0,0
2020,1,19,19,-999,-999,-999,0,0
2020,1,19,20,-999,-999,-999,0,0
2020,1,19,21,-999,-999,-999,0,0
2020,1,19,22,-999,-999,-999,0,0
2020,1,19,23,-999,-999,-999,0,0
2020,1,20,0,-999,-999,-999,0,0
2020,1,20,1,-999,-999,-999,0,0
2020,1,20,2,-999,-999,-999,0,0
2020,1,20,3,-999,-999,-999,0,0
2020,1,20,4,-999,-999,-999,0,0
2020,1,20,5,-999,-999,-999,0,0
2020,1,20,6,-999,-999,-999,0,0
2020,1,20,7,-999,-999,-999,0,0
2020,1,20,8,-999,-999,-999,0,0
2020,1,20,9,0.3,0.15,85.3,12.98,35.06
2020,1,20,10,0.37,0.17,80.41,35.75,86.09
2020,1,20,11,0.43,0.16,77.09,56.23,134.67
2020,1,20,12,0.41,0.16,75.78,61.2,143.66
2020,1,20,13,0.41,0.17,76.59,56.02,134.99
2020,1,20,14,0.36,0.16,79.46,39.65,93.18
2020,1,20,15,0.41,0.2,84.13,22.3,58.59
2020,1,20,16,0.48,0.14,89.29,1.8,8.3
2020,1,20,17,-999,-999,-999,0,0
2020,1,20,18,-999,-999,-999,0,0
2020,1,20,19,-999,-999,-999,0,0
2020,1,20,20,-999,-999,-999,0,0
2020,1,20,21,-999,-999,-999,0,0
2020,1,20,22,-999,-999,-999,0,0
2020,1,20,23,-999,-999,-999,0,0
2020,1,21,0,-999,-999,-999,0,0
2020,1,21,1,-999,-999,-999,0,0
2020,1,21,2,-999,-999,-999,0,0
2020,1,21,3,-999,-999,-999,0,0
2020,1,21,4,-999,-999,-999,0,0
2020,1,21,5,-999,-999,-999,0,0
2020,1,21,6,-999,-999,-999,0,0
2020,1,21,7,-999,-999,-999,0,0
2020,1,21,8,-999,-999,-999,0,0
2020,1,21,9,0.35,0.19,85.09,14.9,41.87
2020,1,21,10,0.12,0.16,80.23,12.75,29.99
2020,1,21,11,0.13,0.12,76.89,18.35,42.67
2020,1,21,12,0.31,0.16,75.56,47.3,110.81
2020,1,21,13,0.27,0.15,76.37,38.25,89.14
2020,1,21,14,0.34,0.16,79.23,36.17,88.03
2020,1,21,15,0.31,0.17,83.91,18.27,46.82
2020,1,21,16,0.36,0.13,89.18,1.6,7.29
2020,1,21,17,-999,-999,-999,0,0
2020,1,21,18,-999,-999,-999,0,0
2020,1,21,19,-999,-999,-999,0,0
2020,1,21,20,-999,-999,-999,0,0
2020,1,21,21,-999,-999,-999,0,0
2020,1,21,22,-999,-999,-999,0,0
2020,1,21,23,-999,-999,-999,0,0
2020,1,22,0,-999,-999,-999,0,0
2020,1,22,1,-999,-999,-999,0,0
2020,1,22,2,-999,-999,-999,0,0
2020,1,22,3,-999,-999,-999,0,0
2020,1,22,4,-999,-999,-999,0,0
2020,1,22,5,-999,-999,-999,0,0
2020,1,22,6,-999,-999,-999,0,0
2020,1,22,7,-999,-999,-999,0,0
2020,1,22,8,-999,-999,-999,0,0
2020,1,22,9,0.41,0.2,84.88,19.17,50.88
2020,1,22,10,0.5,0.19,80.04,50.05,121.98
2020,1,22,11,0.57,0.18,76.68,77.23,185.31
2020,1,22,12,0.55,0.17,75.34,81.3,193.66
2020,1,22,13,0.55,0.18,76.13,77.6,185.12
2020,1,22,14,0.49,0.18,79,53.85,131.69
2020,1,22,15,0.45,0.2,83.67,26.9,70.4
2020,1,22,16,0.42,0.17,89.06,2.45,9.75
2020,1,22,17,-999,-999,-999,0,0
2020,1,22,18,-999,-999,-999,0,0
2020,1,22,19,-999,-999,-999,0,0
2020,1,22,20,-999,-999,-999,0,0
2020,1,22,21,-999,-999,-999,0,0
2020,1,22,22,-999,-999,-999,0,0
2020,1,22,23,-999,-999,-999,0,0
2020,1,23,0,-999,-999,-999,0,0
2020,1,23,1,-999,-999,-999,0,0
2020,1,23,2,-999,-999,-999,0,0
2020,1,23,3,-999,-999,-999,0,0
2020,1,23,4,-999,-999,-999,0,0
2020,1,23,5,-999,-999,-999,0,0
2020,1,23,6,-999,-999,-999,0,0
2020,1,23,7,-999,-999,-999,0,0
2020,1,23,8,-999,-999,-999,0,0
2020,1,23,9,0.48,0.26,84.64,23.88,63.31
2020,1,23,10,0.38,0.18,79.84,39.12,93.31
2020,1,23,11,0.46,0.16,76.47,64.77,151.25
2020,1,23,12,0.35,0.15,75.11,55.45,126.35
2020,1,23,13,0.35,0.15,75.9,52.33,121.13
2020,1,23,14,0.36,0.17,78.76,40.95,98.35
2020,1,23,15,0.34,0.19,83.44,20.75,53.41
2020,1,23,16,0.38,0.17,88.93,2.67,9.93
2020,1,23,17,-999,-999,-999,0,0
2020,1,23,18,-999,-999,-999,0,0
2020,1,23,19,-999,-999,-999,0,0
2020,1,23,20,-999,-999,-999,0,0
2020,1,23,21,-999,-999,-999,0,0
2020,1,23,22,-999,-999,-999,0,0
2020,1,23,23,-999,-999,-999,0,0
2020,1,24,0,-999,-999,-999,0,0
2020,1,24,1,-999,-999,-999,0,0
2020,1,24,2,-999,-999,-999,0,0
2020,1,24,3,-999,-999,-999,0,0
2020,1,24,4,-999,-999,-999,0,0
2020,1,24,5,-999,-999,-999,0,0
2020,1,24,6,-999,-999,-999,0,0
2020,1,24,7,-999,-999,-999,0,0
2020,1,24,8,-999,-999,-999,0,0
2020,1,24,9,0.27,0.16,84.4,13.8,35.95
2020,1,24,10,0.08,0.12,79.63,8.2,20.21
2020,1,24,11,0.18,0.14,76.24,24.95,59.22
2020,1,24,12,0.13,0.14,74.88,21.65,49.74
2020,1,24,13,0.16,0.14,75.66,24.73,57.83
2020,1,24,14,0.1,0.12,78.52,11.6,28.56
2020,1,24,15,0.09,0.12,83.2,5.88,14.06
2020,1,24,16,0.35,0.16,88.8,3.02,10.45
2020,1,24,17,-999,-999,-999,0,0
2020,1,24,18,-999,-999,-999,0,0
2020,1,24,19,-999,-999,-999,0,0
2020,1,24,20,-999,-999,-999,0,0
2020,1,24,21,-999,-999,-999,0,0
2020,1,24,22,-999,-999,-999,0,0
2020,1,24,23,-999,-999,-999,0,0
2020,1,25,0,-999,-999,-999,0,0
2020,1,25,1,-999,-999,-999,0,0
2020,1,25,2,-999,-999,-999,0,0
